"id","device","sum_spent","group","join_dt","country","gender"
"1025256","A","0","B","2023-01-25","BRA","M"
"1025257","I","0","B","2023-01-27","USA","M"
"1025258","A","0","B","2023-01-31","TUR","M"
"1025259","A","0","B","2023-02-04","BRA","M"
"1025260","A","0","B","2023-01-27","USA","F"
"1025261","A","0","A","2023-02-06","TUR","F"
"1025262","A","0","A","2023-01-25","USA","F"
"1025263","A","0","A","2023-01-26","BRA","F"
"1025264","A","0","B","2023-01-28","USA","F"
"1025265","A","0","B","2023-02-03","USA","F"
"1025266","I","0","B","2023-01-26","TUR","M"
"1025267","A","0","B","2023-01-25","FRA","F"
"1025268","A","0","B","2023-01-25","ESP","F"
"1025269","I","63.69","B","2023-01-25","USA","M"
"1025270","I","0","B","2023-02-01","USA","F"
"1025271","I","0","A","2023-02-02","USA","M"
"1025272","A","0","A","2023-01-29","USA","F"
"1025273","I","0","A","2023-01-25","MEX","M"
"1025274","I","0","A","2023-01-25","BRA","F"
"1025275","A","0","A","2023-01-28","MEX","F"
"1025276","A","0","B","2023-01-29","BRA","M"
"1025277","A","0","A","2023-01-26","FRA","F"
"1025278","I","0","B","2023-01-26","CAN","M"
"1025279","A","0","B","2023-01-25","BRA","F"
"1025280","I","0","A","2023-01-25","TUR","unknown"
"1025281","A","0","A","2023-01-28","TUR","F"
"1025282","A","0","A","2023-01-31","DEU","M"
"1025283","I","164.58","B","2023-01-29","AUS","F"
"1025284","I","0","B","2023-01-27","USA","M"
"1025285","I","23.23","A","2023-01-25","USA","M"
"1025286","A","0","A","2023-02-04","USA","M"
"1025287","I","0","A","2023-01-26","BRA","F"
"1025288","A","0","B","2023-01-27","ESP","F"
"1025289","A","0","B","2023-01-30","FRA","M"
"1025290","I","0","B","2023-01-30","USA","F"
"1025291","A","0","A","2023-01-25","FRA","M"
"1025292","A","0","B","2023-01-25","MEX","M"
"1025293","I","0","A","2023-01-25","USA","M"
"1025295","I","0","A","2023-01-27","MEX","F"
"1025296","A","0","A","2023-01-26","unknown","F"
"1025297","I","30.59","B","2023-02-02","USA","M"
"1025298","I","0","A","2023-01-28","BRA","F"
"1025299","A","0","B","2023-02-01","USA","M"
"1025300","I","0","A","2023-02-03","USA","M"
"1025301","A","0","A","2023-01-26","MEX","M"
"1025302","A","0","B","2023-01-27","USA","F"
"1025303","A","0","A","2023-01-26","BRA","M"
"1025304","A","0","B","2023-02-01","BRA","F"
"1025305","I","0","B","2023-01-27","USA","M"
"1025306","I","0","B","2023-02-02","USA","M"
"1025307","A","0","A","2023-01-31","BRA","M"
"1025308","A","0","B","2023-02-02","USA","M"
"1025309","A","0","B","2023-02-02","DEU","F"
"1025310","A","0","B","2023-01-26","BRA","M"
"1025311","I","0","A","2023-01-25","USA","O"
"1025312","I","0","B","2023-01-27","USA","F"
"1025313","A","0","A","2023-01-29","USA","M"
"1025314","I","0","A","2023-02-06","MEX","F"
"1025315","A","0","B","2023-01-26","USA","O"
"1025316","I","0","B","2023-01-25","FRA","unknown"
"1025317","A","0","B","2023-01-27","TUR","unknown"
"1025318","I","0","B","2023-02-05","CAN","unknown"
"1025319","I","0","A","2023-01-30","FRA","F"
"1025320","A","0","A","2023-01-26","USA","F"
"1025321","A","107.21","B","2023-01-25","BRA","M"
"1025322","A","0","A","2023-01-27","MEX","F"
"1025323","I","0","B","2023-01-28","GBR","F"
"1025324","A","0","B","2023-02-04","MEX","F"
"1025325","I","0","A","2023-01-26","USA","M"
"1025326","I","0","B","2023-02-02","MEX","M"
"1025327","I","0","A","2023-01-27","USA","M"
"1025328","I","0","A","2023-01-26","TUR","M"
"1025329","A","0","A","2023-01-26","USA","M"
"1025330","A","0","B","2023-01-26","USA","F"
"1025331","A","0","A","2023-01-30","ESP","unknown"
"1025332","A","0","B","2023-01-26","USA","F"
"1025333","I","0","A","2023-01-25","USA","F"
"1025334","A","0","A","2023-01-26","DEU","unknown"
"1025335","A","0","B","2023-01-26","TUR","M"
"1025336","A","0","B","2023-02-02","BRA","M"
"1025337","A","0","A","2023-01-26","TUR","M"
"1025338","A","0","B","2023-01-26","BRA","F"
"1025339","A","0","B","2023-01-28","ESP","F"
"1025340","I","0","B","2023-01-31","USA","F"
"1025341","A","0","A","2023-01-26","BRA","M"
"1025342","A","0","A","2023-01-30","USA","F"
"1025343","A","0","A","2023-01-27","TUR","unknown"
"1025344","A","0","B","2023-02-05","FRA","F"
"1025345","A","0","A","2023-02-03","DEU","M"
"1025346","A","0","B","2023-01-28","BRA","M"
"1025347","A","0","B","2023-01-26","USA","unknown"
"1025348","A","0","B","2023-02-02","FRA","F"
"1025349","I","0","A","2023-01-26","BRA","unknown"
"1025350","A","0","B","2023-01-26","TUR","F"
"1025351","I","0","A","2023-01-29","BRA","F"
"1025352","I","40.52","B","2023-01-28","MEX","F"
"1025353","I","0","A","2023-01-30","BRA","M"
"1025354","I","0","A","2023-01-26","USA","F"
"1025355","A","0","A","2023-01-29","TUR","F"
"1025356","A","0","B","2023-01-28","USA","F"
"1025357","A","0","A","2023-01-26","MEX","M"
"1025359","A","0","B","2023-01-25","FRA","unknown"
"1025360","A","0","B","2023-01-29","AUS","F"
"1025361","I","0","B","2023-01-28","BRA","F"
"1025362","A","0","B","2023-01-25","USA","M"
"1025363","A","0","A","2023-01-31","BRA","unknown"
"1025364","A","0","A","2023-01-25","USA","F"
"1025365","A","0","A","2023-01-25","TUR","M"
"1025366","A","0","A","2023-01-30","ESP","F"
"1025367","A","0","B","2023-01-27","FRA","unknown"
"1025368","A","0","A","2023-01-27","USA","M"
"1025369","I","0","A","2023-01-28","USA","M"
"1025370","A","0","A","2023-02-03","USA","F"
"1025371","A","0","B","2023-01-29","USA","O"
"1025372","I","0","A","2023-01-25","CAN","M"
"1025373","A","0","B","2023-01-28","DEU","M"
"1025374","A","0","B","2023-01-28","USA","F"
"1025375","I","0","A","2023-02-02","MEX","unknown"
"1025376","A","0","A","2023-01-27","USA","F"
"1025377","A","0","A","2023-01-27","MEX","F"
"1025378","A","0","A","2023-01-26","MEX","F"
"1025379","unknown","0","A","2023-02-06","USA","unknown"
"1025380","A","0","B","2023-01-25","USA","M"
"1025381","A","0","B","2023-01-26","AUS","unknown"
"1025382","I","62.54","A","2023-01-28","DEU","M"
"1025383","I","0","B","2023-01-29","TUR","M"
"1025384","I","0","B","2023-02-02","GBR","F"
"1025385","A","0","B","2023-02-03","BRA","M"
"1025386","A","0","A","2023-01-30","DEU","M"
"1025387","I","0","A","2023-01-25","USA","F"
"1025388","A","0","B","2023-01-26","USA","F"
"1025389","I","0","A","2023-01-26","MEX","M"
"1025390","A","0","A","2023-01-29","MEX","F"
"1025391","I","0","A","2023-01-28","USA","unknown"
"1025392","I","0","A","2023-01-29","FRA","O"
"1025393","A","0","B","2023-01-26","MEX","F"
"1025394","I","0","A","2023-01-27","AUS","M"
"1025395","A","0","B","2023-01-26","ESP","M"
"1025396","I","0","A","2023-01-26","BRA","M"
"1025397","I","0","B","2023-01-31","CAN","M"
"1025398","A","0","B","2023-01-25","DEU","F"
"1025399","A","0","A","2023-02-06","BRA","F"
"1025400","I","0","B","2023-01-25","USA","F"
"1025401","I","0","A","2023-02-05","GBR","unknown"
"1025402","A","0","B","2023-01-30","BRA","unknown"
"1025403","I","0","A","2023-01-28","DEU","F"
"1025404","I","149.98","A","2023-01-25","FRA","M"
"1025405","A","0","A","2023-01-26","USA","unknown"
"1025406","A","0","A","2023-02-02","USA","F"
"1025407","I","0","B","2023-01-31","TUR","M"
"1025408","I","0","B","2023-01-25","USA","M"
"1025409","A","0","B","2023-01-26","BRA","F"
"1025410","I","0","B","2023-01-25","FRA","F"
"1025411","I","0","A","2023-01-30","BRA","M"
"1025412","I","0","A","2023-01-28","FRA","M"
"1025413","I","0","A","2023-02-06","DEU","F"
"1025414","I","0","A","2023-02-06","FRA","F"
"1025415","A","0","B","2023-01-26","MEX","F"
"1025416","I","0","A","2023-01-31","BRA","M"
"1025417","I","0","B","2023-01-30","USA","unknown"
"1025418","A","0","B","2023-01-30","GBR","F"
"1025419","A","0","A","2023-01-26","TUR","M"
"1025420","A","0","B","2023-01-28","MEX","M"
"1025421","A","0","A","2023-01-27","USA","M"
"1025422","A","0","B","2023-01-26","BRA","O"
"1025423","A","0","B","2023-01-26","USA","M"
"1025424","A","0","B","2023-01-27","FRA","F"
"1025425","I","0","A","2023-01-25","BRA","M"
"1025426","A","0","A","2023-01-25","FRA","unknown"
"1025427","A","0","A","2023-01-25","DEU","F"
"1025428","A","0","A","2023-01-28","AUS","F"
"1025429","I","0","A","2023-01-28","USA","unknown"
"1025430","A","0","B","2023-01-29","USA","F"
"1025431","A","0","B","2023-01-29","BRA","unknown"
"1025432","I","53.10","A","2023-01-29","FRA","M"
"1025433","I","0","A","2023-01-30","USA","F"
"1025434","I","0","A","2023-01-25","BRA","F"
"1025435","A","0","A","2023-01-26","BRA","M"
"1025436","I","0","B","2023-02-06","BRA","M"
"1025437","I","0","B","2023-02-02","USA","M"
"1025439","A","0","A","2023-01-25","USA","F"
"1025440","I","0","B","2023-02-01","MEX","M"
"1025441","A","0","A","2023-01-30","USA","M"
"1025442","A","0","B","2023-01-29","DEU","M"
"1025443","A","0","B","2023-01-28","AUS","F"
"1025445","A","0","B","2023-01-28","USA","M"
"1025446","A","0","B","2023-01-26","BRA","F"
"1025447","A","0","B","2023-01-27","USA","M"
"1025448","A","0","A","2023-01-29","AUS","F"
"1025449","A","0","B","2023-01-25","unknown","F"
"1025450","A","0","B","2023-01-26","USA","F"
"1025451","A","0","B","2023-01-29","USA","M"
"1025452","A","0","B","2023-01-27","TUR","M"
"1025453","A","0","B","2023-01-27","BRA","M"
"1025454","A","0","A","2023-01-25","USA","unknown"
"1025455","A","0","B","2023-01-25","ESP","M"
"1025456","I","0","A","2023-01-25","USA","unknown"
"1025457","I","0","B","2023-01-29","USA","F"
"1025458","A","0","B","2023-01-30","USA","M"
"1025459","A","0","A","2023-01-25","USA","M"
"1025460","I","0","B","2023-01-26","BRA","unknown"
"1025461","I","0","A","2023-01-25","FRA","M"
"1025462","I","0","B","2023-01-25","MEX","unknown"
"1025463","A","0","B","2023-01-25","BRA","M"
"1025464","I","0","A","2023-01-29","MEX","F"
"1025465","A","0","A","2023-01-28","TUR","M"
"1025466","A","0","A","2023-02-04","BRA","unknown"
"1025467","A","0","A","2023-01-25","USA","M"
"1025468","I","0","B","2023-01-26","CAN","M"
"1025469","A","0","B","2023-01-26","USA","M"
"1025470","I","149.69","A","2023-02-05","TUR","F"
"1025471","A","0","B","2023-01-28","USA","F"
"1025472","A","0","A","2023-02-02","MEX","F"
"1025473","A","0","B","2023-01-27","GBR","unknown"
"1025474","I","0","A","2023-02-05","USA","M"
"1025475","A","0","A","2023-01-26","CAN","M"
"1025476","A","0","A","2023-01-29","USA","O"
"1025477","I","76.66","B","2023-01-30","USA","F"
"1025478","A","0","A","2023-01-28","USA","F"
"1025479","A","0","B","2023-01-26","MEX","M"
"1025480","A","0","A","2023-01-26","USA","M"
"1025481","A","90.06","B","2023-01-26","USA","F"
"1025482","A","0","B","2023-01-27","USA","F"
"1025483","A","0","B","2023-02-02","TUR","unknown"
"1025484","A","0","A","2023-01-25","USA","F"
"1025485","A","0","A","2023-01-29","USA","M"
"1025486","I","0","B","2023-01-25","BRA","M"
"1025487","A","0","B","2023-01-26","MEX","M"
"1025488","I","0","A","2023-01-25","BRA","F"
"1025489","A","0","B","2023-01-26","USA","M"
"1025490","A","0","B","2023-01-26","BRA","F"
"1025491","I","68.26","B","2023-01-25","DEU","unknown"
"1025492","A","0","A","2023-01-25","GBR","M"
"1025493","I","0","B","2023-01-30","MEX","M"
"1025494","I","0","B","2023-01-26","GBR","M"
"1025495","A","0","A","2023-01-27","USA","unknown"
"1025496","I","0","A","2023-01-25","USA","M"
"1025497","I","0","B","2023-01-27","MEX","unknown"
"1025498","I","0","B","2023-01-26","DEU","unknown"
"1025499","A","0","B","2023-01-26","USA","M"
"1025500","A","0","A","2023-01-28","USA","F"
"1025501","A","0","B","2023-01-28","GBR","M"
"1025502","A","0","B","2023-01-26","USA","M"
"1025503","A","0","B","2023-01-25","GBR","unknown"
"1025504","A","0","B","2023-01-27","MEX","M"
"1025505","I","0","B","2023-01-26","FRA","M"
"1025506","A","0","B","2023-01-26","USA","M"
"1025507","I","0","B","2023-01-25","GBR","M"
"1025508","A","0","B","2023-01-25","BRA","M"
"1025509","A","0","A","2023-02-04","TUR","M"
"1025510","A","0","A","2023-01-27","BRA","M"
"1025511","A","0","A","2023-01-28","USA","unknown"
"1025512","I","0","A","2023-01-26","BRA","M"
"1025513","A","0","A","2023-01-26","DEU","unknown"
"1025514","A","0","B","2023-01-30","USA","F"
"1025515","A","0","B","2023-01-25","USA","M"
"1025516","I","0","A","2023-01-29","BRA","O"
"1025517","A","0","B","2023-01-25","GBR","M"
"1025518","A","0","A","2023-01-28","GBR","F"
"1025519","A","0","A","2023-01-25","MEX","F"
"1025520","I","0","A","2023-01-26","MEX","F"
"1025521","A","0","A","2023-02-01","BRA","M"
"1025522","I","0","A","2023-01-27","USA","F"
"1025523","A","0","B","2023-01-26","BRA","F"
"1025524","I","0","B","2023-01-28","CAN","M"
"1025525","A","52.31","B","2023-02-06","BRA","F"
"1025526","A","0","B","2023-01-25","DEU","M"
"1025527","A","0","B","2023-01-26","USA","F"
"1025528","I","0","B","2023-01-28","CAN","M"
"1025529","I","0","A","2023-02-06","BRA","F"
"1025530","I","0","B","2023-01-26","MEX","F"
"1025531","I","0","B","2023-01-25","BRA","M"
"1025532","A","0","B","2023-01-30","MEX","F"
"1025533","A","0","A","2023-02-02","FRA","M"
"1025534","A","0","A","2023-01-28","USA","unknown"
"1025535","A","0","A","2023-02-01","BRA","M"
"1025536","A","0","B","2023-01-29","TUR","unknown"
"1025537","A","0","B","2023-01-25","USA","F"
"1025538","A","0","B","2023-01-26","MEX","F"
"1025539","A","0","B","2023-01-26","BRA","M"
"1025540","I","0","A","2023-01-28","BRA","unknown"
"1025541","A","0","B","2023-01-28","ESP","F"
"1025542","I","0","B","2023-02-03","ESP","unknown"
"1025543","A","0","B","2023-02-03","TUR","F"
"1025544","A","0","B","2023-01-29","MEX","F"
"1025545","I","0","B","2023-01-25","FRA","F"
"1025546","A","0","B","2023-01-28","AUS","M"
"1025547","I","0","B","2023-02-01","ESP","M"
"1025548","I","0","B","2023-02-06","FRA","M"
"1025549","A","0","A","2023-01-26","USA","unknown"
"1025550","A","0","A","2023-01-25","BRA","F"
"1025551","I","0","A","2023-01-26","USA","unknown"
"1025552","A","0","B","2023-01-25","ESP","M"
"1025553","A","0","A","2023-01-30","FRA","M"
"1025554","A","0","B","2023-01-25","FRA","M"
"1025556","A","0","B","2023-01-30","MEX","F"
"1025557","A","0","A","2023-01-28","MEX","F"
"1025558","A","0","B","2023-01-28","GBR","unknown"
"1025559","A","0","B","2023-02-06","BRA","F"
"1025560","A","0","A","2023-01-28","USA","M"
"1025561","A","0","B","2023-01-26","USA","M"
"1025562","A","0","A","2023-01-28","DEU","F"
"1025563","A","0","A","2023-01-25","BRA","M"
"1025564","A","0","A","2023-01-31","TUR","M"
"1025565","I","0","B","2023-02-03","FRA","M"
"1025566","A","0","A","2023-01-26","USA","F"
"1025567","I","0","B","2023-01-29","USA","M"
"1025568","A","0","B","2023-02-03","USA","F"
"1025569","I","0","A","2023-01-27","USA","M"
"1025570","unknown","0","A","2023-01-26","unknown","M"
"1025571","A","0","B","2023-01-29","BRA","F"
"1025572","I","0","B","2023-01-27","USA","M"
"1025573","A","0","A","2023-01-25","USA","M"
"1025574","A","0","A","2023-01-26","BRA","M"
"1025575","I","0","B","2023-01-30","DEU","F"
"1025576","A","0","A","2023-02-03","USA","M"
"1025577","A","0","B","2023-01-31","TUR","M"
"1025578","A","0","B","2023-02-01","USA","F"
"1025579","I","0","B","2023-01-30","BRA","F"
"1025580","I","0","A","2023-01-27","BRA","unknown"
"1025581","I","0","B","2023-01-25","BRA","O"
"1025582","I","0","B","2023-02-03","ESP","M"
"1025583","I","0","B","2023-01-26","MEX","F"
"1025585","I","0","B","2023-01-29","USA","F"
"1025586","I","0","B","2023-01-25","DEU","unknown"
"1025587","A","0","A","2023-01-28","CAN","M"
"1025588","A","0","B","2023-01-26","ESP","M"
"1025589","A","0","B","2023-01-28","GBR","M"
"1025590","I","0","A","2023-02-05","BRA","F"
"1025591","I","0","B","2023-02-01","ESP","M"
"1025592","A","0","A","2023-01-28","MEX","M"
"1025593","A","0","B","2023-01-31","USA","F"
"1025594","A","0","B","2023-01-26","USA","M"
"1025595","I","0","A","2023-01-31","USA","M"
"1025596","A","0","A","2023-01-26","USA","M"
"1025597","A","0","B","2023-01-28","DEU","M"
"1025598","A","0","A","2023-01-28","GBR","M"
"1025599","A","0","A","2023-01-26","AUS","M"
"1025600","I","0","A","2023-01-27","USA","F"
"1025601","I","0","A","2023-01-25","USA","F"
"1025602","A","62.33","B","2023-01-25","USA","M"
"1025603","A","0","A","2023-01-31","USA","F"
"1025604","I","0","A","2023-01-27","CAN","F"
"1025605","A","0","A","2023-01-25","BRA","unknown"
"1025606","I","0","A","2023-01-26","BRA","F"
"1025607","A","0","A","2023-01-25","TUR","F"
"1025608","I","0","A","2023-01-27","ESP","F"
"1025609","I","0","A","2023-01-27","GBR","M"
"1025610","I","0","B","2023-01-28","USA","F"
"1025611","A","0","B","2023-01-27","GBR","F"
"1025612","A","0","B","2023-02-01","DEU","O"
"1025613","A","0","B","2023-02-04","FRA","M"
"1025615","I","0","B","2023-01-31","MEX","F"
"1025616","I","0","B","2023-01-29","BRA","M"
"1025617","I","0","A","2023-01-26","FRA","M"
"1025618","I","0","A","2023-01-29","USA","F"
"1025619","A","0","B","2023-01-31","MEX","M"
"1025620","A","0","B","2023-01-26","USA","unknown"
"1025621","A","0","A","2023-01-26","BRA","M"
"1025622","A","0","B","2023-01-25","AUS","F"
"1025623","A","0","A","2023-01-27","USA","F"
"1025624","A","0","A","2023-01-27","MEX","M"
"1025625","I","0","A","2023-01-25","CAN","F"
"1025626","I","0","B","2023-02-03","MEX","M"
"1025627","I","0","B","2023-02-03","USA","M"
"1025628","A","0","B","2023-01-30","BRA","M"
"1025629","I","0","A","2023-01-26","USA","F"
"1025630","A","0","A","2023-01-27","USA","F"
"1025631","A","0","B","2023-01-26","MEX","M"
"1025632","I","0","B","2023-01-27","GBR","M"
"1025633","A","0","A","2023-02-01","TUR","M"
"1025634","A","0","B","2023-01-29","ESP","unknown"
"1025635","A","0","B","2023-01-27","GBR","F"
"1025636","I","0","B","2023-01-25","FRA","F"
"1025638","I","0","B","2023-01-26","MEX","F"
"1025639","I","0","B","2023-01-30","MEX","M"
"1025640","A","0","A","2023-01-26","CAN","M"
"1025641","I","0","B","2023-01-26","FRA","F"
"1025642","A","0","A","2023-01-30","USA","M"
"1025643","I","0","B","2023-01-28","BRA","M"
"1025644","A","0","A","2023-01-30","USA","F"
"1025645","I","0","B","2023-01-27","AUS","F"
"1025646","I","0","B","2023-01-26","USA","unknown"
"1025647","I","0","B","2023-01-26","unknown","M"
"1025648","I","0","B","2023-01-26","MEX","F"
"1025649","A","0","A","2023-01-26","USA","M"
"1025650","A","0","A","2023-01-25","TUR","M"
"1025651","A","0","B","2023-01-26","MEX","unknown"
"1025652","I","0","B","2023-01-25","FRA","unknown"
"1025653","A","0","A","2023-01-31","BRA","F"
"1025654","A","0","B","2023-01-25","ESP","unknown"
"1025655","A","0","A","2023-01-26","FRA","F"
"1025656","A","0","A","2023-01-27","BRA","unknown"
"1025657","A","0","A","2023-01-29","unknown","F"
"1025658","A","0","A","2023-02-01","USA","M"
"1025659","I","0","B","2023-01-26","BRA","M"
"1025660","I","0","A","2023-01-25","DEU","M"
"1025661","I","0","B","2023-01-25","AUS","M"
"1025662","I","0","B","2023-01-27","DEU","F"
"1025663","I","0","B","2023-01-28","BRA","M"
"1025664","I","0","B","2023-01-25","TUR","F"
"1025665","A","0","B","2023-01-28","BRA","M"
"1025666","A","0","A","2023-01-25","ESP","F"
"1025667","I","0","A","2023-01-25","USA","M"
"1025668","A","0","A","2023-01-25","USA","unknown"
"1025669","I","0","A","2023-01-26","ESP","M"
"1025670","I","0","B","2023-01-26","DEU","F"
"1025671","I","0","A","2023-02-03","USA","M"
"1025672","I","0","B","2023-01-25","USA","F"
"1025673","A","0","A","2023-01-29","FRA","F"
"1025674","A","0","A","2023-01-27","AUS","M"
"1025675","A","0","A","2023-01-25","USA","M"
"1025676","I","0","A","2023-01-30","BRA","M"
"1025677","A","0","B","2023-01-30","ESP","F"
"1025678","A","0","A","2023-01-28","USA","F"
"1025679","A","0","B","2023-02-03","BRA","unknown"
"1025680","A","0","B","2023-02-01","TUR","M"
"1025681","A","0","B","2023-01-28","MEX","F"
"1025683","I","0","A","2023-01-30","BRA","F"
"1025684","A","0","A","2023-01-27","BRA","M"
"1025685","A","0","A","2023-01-25","BRA","F"
